question_id,level,round,arm,position,status,valid,duration_ms,law_ids,selection_chars_before,selection_chars_after
l3-081-es-transfer,50,1,reduce,3,ok,1,10912.926,0,,
l3-082-es-breach,50,1,reduce,3,ok,1,178512.761,2,23909,10371
l3-088-it-consumer,50,1,reduce,3,ok,1,2005.656,0,,
l3-092-nl-breach,50,1,reduce,3,ok,1,5861.017,0,,
l3-098-nz-consumer,50,1,reduce,3,ok,1,140485.444,3,18723,6787
l3-100-nz-worker-ai,50,1,reduce,3,ok,1,141962.767,5,18432,9322
l4-001-jp-digital-platform,50,1,reduce,3,ok,1,148886.269,3,16492,8532
l4-004-jp-fintech,50,1,reduce,3,ok,1,89863.455,4,4873,3085
l4-008-us-online-sales,50,1,reduce,3,ok,1,150098.184,4,6816,4576
l4-009-us-fintech,50,1,reduce,3,ok,1,128649.428,6,12266,4474
l4-012-cn-automated-hiring,50,1,reduce,3,ok,1,124790.478,5,7435,4966
l4-015-cn-manufacturer,50,1,reduce,3,ok,1,134194.614,6,4731,3238
l4-016-de-digital-platform,50,1,reduce,3,ok,1,92945.762,3,17611,3249
l4-020-de-manufacturer,50,1,reduce,3,ok,1,112096.623,5,9280,3598
l4-021-fr-digital-platform,50,1,reduce,3,ok,1,98330.237,2,21551,8921
l4-022-fr-automated-hiring,50,1,reduce,3,ok,1,110856.799,3,22817,6973
l4-023-fr-online-sales,50,1,reduce,3,ok,1,122416.115,5,19363,8204
l4-024-fr-fintech,50,1,reduce,3,ok,1,92053.558,1,24408,8153
l4-027-uk-automated-hiring,50,1,reduce,3,ok,1,124732.106,2,7727,4346
l4-029-uk-fintech,50,1,reduce,3,ok,1,111854.233,3,6141,2202
l4-032-ca-automated-hiring,50,1,reduce,3,ok,1,120546.112,5,15592,6459
l4-034-ca-fintech,50,1,reduce,3,ok,1,77604.293,2,4179,1468
l4-036-au-digital-platform,50,1,reduce,3,ok,1,135548.373,3,16254,4874
l4-038-au-online-sales,50,1,reduce,3,ok,1,99527.813,1,9684,4649
l4-039-au-fintech,50,1,reduce,3,ok,1,79910.774,3,15470,4977
l4-040-au-manufacturer,50,1,reduce,3,ok,1,126524.845,4,8199,4113
l4-044-sg-fintech,50,1,reduce,3,ok,1,121048.749,4,24356,9085
l4-045-sg-manufacturer,50,1,reduce,3,ok,1,86664.005,3,2864,1827
l4-051-th-digital-platform,50,1,reduce,3,ok,1,116950.268,1,11933,7804
l4-054-th-fintech,50,1,reduce,3,ok,1,99047.725,3,3922,2666
l4-055-th-manufacturer,50,1,reduce,3,ok,1,88991.955,5,6138,3446
l4-058-id-online-sales,50,1,reduce,3,ok,1,101085.924,3,7753,4418
l4-059-id-fintech,50,1,reduce,3,ok,1,107918.106,4,18231,7305
l4-063-my-online-sales,50,1,reduce,3,ok,1,65907.827,3,5223,3468
l4-065-my-manufacturer,50,1,reduce,3,ok,1,113455.403,2,4845,3022
l4-067-ph-automated-hiring,50,1,reduce,3,ok,1,136809.416,4,5942,3560
l4-069-ph-fintech,50,1,reduce,3,ok,1,95087.05,3,8264,4289
l4-070-ph-manufacturer,50,1,reduce,3,ok,1,92800.053,8,8293,5373
l4-071-in-digital-platform,50,1,reduce,3,ok,1,187059.522,2,21014,9442
l4-072-in-automated-hiring,50,1,reduce,3,ok,1,113633.388,5,10554,3888
l4-075-in-manufacturer,50,1,reduce,3,ok,1,87589.285,2,4670,2731
l4-080-br-manufacturer,50,1,reduce,3,ok,1,99086.003,4,6427,4302
l4-081-es-digital-platform,50,1,reduce,3,ok,1,114104.366,2,12843,6199
l4-082-es-automated-hiring,50,1,reduce,3,ok,1,111229.449,1,13265,6347
l4-083-es-online-sales,50,1,reduce,3,ok,1,127020.139,2,12257,6648
l4-088-it-online-sales,50,1,reduce,3,ok,1,2437.589,0,,
l4-089-it-fintech,50,1,reduce,3,ok,1,1652.253,0,,
l4-090-it-manufacturer,50,1,reduce,3,ok,1,2397.116,0,,
l4-092-nl-automated-hiring,50,1,reduce,3,ok,1,1823.453,0,,
l4-093-nl-online-sales,50,1,reduce,3,ok,1,12954.582,0,,
l4-094-nl-fintech,50,1,reduce,3,ok,1,5469.673,0,,
l4-095-nl-manufacturer,50,1,reduce,3,ok,1,15486.504,0,,
l4-096-nz-digital-platform,50,1,reduce,3,ok,1,123983.428,3,5784,3435
l4-097-nz-automated-hiring,50,1,reduce,3,ok,1,116967.475,4,7034,3836
l4-099-nz-fintech,50,1,reduce,3,ok,1,102520.451,2,18660,3462
l4-100-nz-manufacturer,50,1,reduce,3,ok,1,97048.193,3,10026,6893
l1-001-jp,50,2,combined,3,ok,1,119518.335,5,7288,4216
l1-002-jp,50,2,combined,3,ok,1,102700.269,2,10180,5217
l1-003-jp,50,2,combined,3,ok,1,113848.221,1,9238,6242
l1-005-jp,50,2,combined,3,ok,1,143434.939,4,2426,1546
l1-010-us,50,2,combined,3,ok,1,85754.694,2,14100,2578
l1-012-cn,50,2,combined,3,ok,1,151313.884,2,6783,4146
l1-013-cn,50,2,combined,3,ok,1,138906.874,1,6997,4371
l1-018-de,50,2,combined,3,ok,1,116586.702,4,9933,4929
l1-019-de,50,2,combined,3,ok,1,61601.458,3,23400,3735
l1-023-fr,50,2,combined,3,ok,1,139018.641,1,26211,10039
l1-024-fr,50,2,combined,3,ok,1,106219.685,2,17877,6432
l1-025-fr,50,2,combined,3,ok,1,124657.518,2,13199,4235
l1-027-uk,50,2,combined,3,ok,1,120675.321,2,6148,3677
l1-031-ca,50,2,combined,3,ok,1,108342.389,4,9753,5724
l1-032-ca,50,2,combined,3,ok,1,152441.954,1,2328,1327
l1-033-ca,50,2,combined,3,ok,1,126256.923,3,7197,2079
l1-035-ca,50,2,combined,3,ok,1,138465.177,1,9148,4466
l1-036-au,50,2,combined,3,ok,1,84879.88,5,23747,3574
l1-037-au,50,2,combined,3,ok,1,120196.816,2,6135,2823
l1-038-au,50,2,combined,3,ok,1,125276.047,5,27052,5793
l1-039-au,50,2,combined,3,ok,1,85084.492,1,10110,4894
l1-040-au,50,2,combined,3,ok,1,105775.717,3,24374,4680
l1-041-sg,50,2,combined,3,ok,1,114699.69,1,22558,8527
l1-042-sg,50,2,combined,3,ok,1,123789.481,3,18165,6691
l1-044-sg,50,2,combined,3,ok,1,146692.237,3,10069,3178
l1-046-vn,50,2,combined,3,ok,1,91689.064,1,789,525
l1-049-vn,50,2,combined,3,ok,1,148998.521,2,3499,2125
l1-050-vn,50,2,combined,3,ok,1,146072.866,4,11069,5666
l1-051-th,50,2,combined,3,ok,1,106901.839,1,7247,4600
l1-052-th,50,2,combined,3,ok,1,146949.387,1,9447,5478
l1-053-th,50,2,combined,3,ok,1,156778.9,1,12821,8136
l1-054-th,50,2,combined,3,ok,1,131315.618,2,11230,6871
l1-055-th,50,2,combined,3,ok,1,117294.68,2,8940,3102
l1-059-id,50,2,combined,3,ok,1,129438.796,1,11312,6690
l1-060-id,50,2,combined,3,ok,1,89809.633,3,4549,3081
l1-062-my,50,2,combined,3,ok,1,126191.759,1,12785,8316
l1-065-my,50,2,combined,3,ok,1,114911.864,3,8238,3940
l1-068-ph,50,2,combined,3,ok,1,150086.172,1,17211,9658
l1-070-ph,50,2,combined,3,ok,1,87894.219,3,21636,6843
l1-075-in,50,2,combined,3,ok,1,105550.21,1,14522,11454
l1-078-br,50,2,combined,3,ok,1,112007.484,1,3690,1546
l1-081-es,50,2,combined,3,ok,1,125635.222,3,19919,10157
l1-082-es,50,2,combined,3,ok,1,107839.416,5,12552,5945
l1-085-es,50,2,combined,3,ok,1,143720.04,1,6458,2901
l1-091-nl,50,2,combined,3,ok,1,73069.067,0,,
l1-092-nl,50,2,combined,3,ok,1,59854.091,0,,
l1-094-nl,50,2,combined,3,ok,1,140507.853,0,,
l1-095-nl,50,2,combined,3,ok,1,41356.726,0,,
l1-097-nz,50,2,combined,3,ok,1,112986.602,2,11822,4512
l1-098-nz,50,2,combined,3,ok,1,114850.282,1,9519,2127
l2-001-jp-data-rights,50,2,combined,3,ok,1,63480.713,1,6913,4331
l2-002-jp-breach,50,2,combined,3,ok,1,82484.008,3,3106,2112
l2-003-jp-transfer,50,2,combined,3,ok,1,71101.432,2,13808,5496
l2-010-us-worker,50,2,combined,3,ok,1,57604.822,2,15612,5228
l2-013-cn-transfer,50,2,combined,3,ok,1,56903.578,1,12490,6712
l2-017-de-breach,50,2,combined,3,ok,1,86334.891,2,10435,5163
l2-022-fr-breach,50,2,combined,3,ok,1,78941.039,3,14077,5192
l2-024-fr-consumer,50,2,combined,3,ok,1,79470.161,2,18608,6010
l2-026-uk-data-rights,50,2,combined,3,ok,1,95829.45,3,3671,2426
l2-029-uk-consumer,50,2,combined,3,ok,1,93907.838,2,18523,8843
l2-034-ca-consumer,50,2,combined,3,ok,1,76939.291,1,4183,2205
l2-035-ca-worker,50,2,combined,3,ok,1,108564.842,2,12496,4322
l2-036-au-data-rights,50,2,combined,3,ok,1,91701.306,3,13397,4573
l2-038-au-transfer,50,2,combined,3,ok,1,78944.406,2,19625,5758
l2-039-au-consumer,50,2,combined,3,ok,1,96223.614,3,9500,4326
l2-040-au-worker,50,2,combined,3,ok,1,78481.683,2,4057,2770
l2-045-sg-worker,50,2,combined,3,ok,1,105404.092,1,11064,4423
l2-046-vn-data-rights,50,2,combined,3,ok,1,107142.783,2,11420,5942
l2-047-vn-breach,50,2,combined,3,ok,1,104702.131,4,10564,4230
l2-051-th-data-rights,50,2,combined,3,ok,1,123606.386,1,8705,6118
l2-052-th-breach,50,2,combined,3,ok,1,66203.14,2,7599,4614
l2-053-th-transfer,50,2,combined,3,ok,1,73463.148,1,10563,7155
l2-054-th-consumer,50,2,combined,3,ok,1,87528.803,2,5633,2751
l2-055-th-worker,50,2,combined,3,ok,1,102872.811,2,9356,3416
l2-056-id-data-rights,50,2,combined,3,ok,1,67202.959,1,7751,4420
l2-057-id-breach,50,2,combined,3,ok,1,54671.749,2,6849,2599
l2-060-id-worker,50,2,combined,3,ok,1,133778.894,1,11993,6920
l2-061-my-data-rights,50,2,combined,3,ok,1,167933.053,1,14018,8740
l2-064-my-consumer,50,2,combined,3,ok,1,102593.077,4,5533,2939
l2-066-ph-data-rights,50,2,combined,3,ok,1,104740.523,1,8389,5135
l2-067-ph-breach,50,2,combined,3,ok,1,108289.924,2,22467,8201
l2-068-ph-transfer,50,2,combined,3,ok,1,103853.524,1,17208,7814
l2-070-ph-worker,50,2,combined,3,ok,1,115102.697,1,15929,7460
l2-071-in-data-rights,50,2,combined,3,ok,1,59004.2,1,18462,5881
l2-072-in-breach,50,2,combined,3,ok,1,74910.094,3,15304,4648
l2-073-in-transfer,50,2,combined,3,ok,1,66251.212,2,13023,4151
l2-081-es-data-rights,50,2,combined,3,ok,1,51911.083,2,12886,7471
l2-082-es-breach,50,2,combined,3,ok,1,67413.631,3,13299,2708
l2-083-es-transfer,50,2,combined,3,ok,1,101552.013,2,23525,9554
l2-084-es-consumer,50,2,combined,3,ok,1,97939.428,4,19285,7712
l2-085-es-worker,50,2,combined,3,ok,1,62691.73,2,15956,7871
l2-086-it-data-rights,50,2,combined,3,ok,1,5187.941,0,,
l2-087-it-breach,50,2,combined,3,ok,1,6981.153,0,,
l2-088-it-transfer,50,2,combined,3,ok,1,9288.005,0,,
l2-089-it-consumer,50,2,combined,3,ok,1,11396.337,0,,
l2-090-it-worker,50,2,combined,3,ok,1,10531.271,0,,
l2-091-nl-data-rights,50,2,combined,3,ok,1,25786.233,0,,
l2-092-nl-breach,50,2,combined,3,ok,1,5766.572,0,,
l2-096-nz-data-rights,50,2,combined,3,ok,1,80392.521,2,10443,3245
l2-100-nz-worker,50,2,combined,3,ok,1,65448.044,3,7221,4778
l3-001-jp-transfer,50,2,combined,3,ok,1,188538.251,2,8093,3479
l3-002-jp-breach,50,2,combined,3,ok,1,63085.961,2,12712,6670
l3-005-jp-worker-ai,50,2,combined,3,ok,1,120819.967,2,4404,2110
l3-007-us-breach,50,2,combined,3,ok,1,110693.541,4,10071,4196
l3-008-us-consumer,50,2,combined,3,ok,1,85279.906,4,9845,4022
l3-010-us-worker-ai,50,2,combined,3,ok,1,75985.006,2,27014,5954
l3-011-cn-transfer,50,2,combined,3,ok,1,142988.394,4,9668,5909
l3-013-cn-consumer,50,2,combined,3,ok,1,123890.275,2,3970,2777
l3-014-cn-platform,50,2,combined,3,ok,1,154516.535,3,12239,5376
l3-015-cn-worker-ai,50,2,combined,3,ok,1,52617.904,2,8470,2983
l3-016-de-transfer,50,2,combined,3,ok,1,85390.45,3,12755,5244
l3-018-de-consumer,50,2,combined,3,ok,1,104596.776,4,10007,4403
l3-019-de-platform,50,2,combined,3,ok,1,92651.923,5,12938,5495
l3-020-de-worker-ai,50,2,combined,3,ok,1,85570.23,2,8364,3044
l3-023-fr-consumer,50,2,combined,3,ok,1,136771.979,3,18723,6787
l3-025-fr-worker-ai,50,2,combined,3,ok,1,150476.984,1,14302,7805
l3-026-uk-transfer,50,2,combined,3,ok,1,63683.926,4,13411,2976
l3-028-uk-consumer,50,2,combined,3,ok,1,107483.86,3,11856,4671
l3-030-uk-worker-ai,50,2,combined,3,ok,1,96302.536,3,14915,4575
l3-032-ca-breach,50,2,combined,3,ok,1,98111.115,6,10197,4509
l3-033-ca-consumer,50,2,combined,3,ok,1,81284.893,2,3365,1653
l3-037-au-breach,50,2,combined,3,ok,1,147082.513,2,15011,3682
l3-039-au-platform,50,2,combined,3,ok,1,71535.754,2,22450,9632
l3-041-sg-transfer,50,2,combined,3,ok,1,150625.726,2,27089,7735
l3-043-sg-consumer,50,2,combined,3,ok,1,119717.627,2,4226,2147
l3-045-sg-worker-ai,50,2,combined,3,ok,1,11308.478,0,,
l3-046-vn-transfer,50,2,combined,3,ok,1,67517.379,3,9592,6465
l3-047-vn-breach,50,2,combined,3,ok,1,79971.262,3,11753,6663
l3-053-th-consumer,50,2,combined,3,ok,1,115588.69,2,11856,4671
l3-054-th-platform,50,2,combined,3,ok,1,27017.363,0,,
l3-056-id-transfer,50,2,combined,3,ok,1,118375.501,2,8617,4116
l3-057-id-breach,50,2,combined,3,ok,1,67396.862,2,19468,8237
l3-058-id-consumer,50,2,combined,3,ok,1,99218.297,2,19316,6975
l3-059-id-platform,50,2,combined,3,ok,1,5345.202,0,,
l3-062-my-breach,50,2,combined,3,ok,1,106450.09,1,10558,5393
l3-063-my-consumer,50,2,combined,3,ok,1,21212.792,0,,
l3-065-my-worker-ai,50,2,combined,3,ok,1,129318.92,2,20735,5521
l3-066-ph-transfer,50,2,combined,3,ok,1,171800.47,2,11227,2936
l3-067-ph-breach,50,2,combined,3,ok,1,112220.371,2,13630,5783
l3-072-in-breach,50,2,combined,3,ok,1,30215.18,0,,
l3-073-in-consumer,50,2,combined,3,ok,1,84773.245,3,7923,2982
l3-075-in-worker-ai,50,2,combined,3,ok,1,63172.8,1,8364,3044
l3-078-br-consumer,50,2,combined,3,ok,1,83792.263,2,6798,3460
l3-079-br-platform,50,2,combined,3,ok,1,112527.17,1,18698,6718
l3-081-es-transfer,50,2,combined,3,ok,1,21047.4,0,,
l3-082-es-breach,50,2,combined,3,ok,1,147676.815,2,25090,10350
l3-088-it-consumer,50,2,combined,3,ok,1,3511.265,0,,
l3-092-nl-breach,50,2,combined,3,ok,1,6432.876,0,,
l3-098-nz-consumer,50,2,combined,3,ok,1,180068.858,3,7923,2982
l3-100-nz-worker-ai,50,2,combined,3,ok,1,76401.095,5,18428,9322
l4-001-jp-digital-platform,50,2,combined,3,ok,1,129604.245,3,14133,7100
l4-004-jp-fintech,50,2,combined,3,ok,1,82982.717,3,4122,2622
l4-008-us-online-sales,50,2,combined,3,ok,1,115464.488,3,9843,4759
l4-009-us-fintech,50,2,combined,3,ok,1,119674.627,6,12266,4474
l4-012-cn-automated-hiring,50,2,combined,3,ok,1,112019.703,5,7839,5213
l4-015-cn-manufacturer,50,2,combined,3,ok,1,124398.58,6,4731,3238
l4-016-de-digital-platform,50,2,combined,3,ok,1,73902.767,3,17609,3249
l4-020-de-manufacturer,50,2,combined,3,ok,1,79559.359,5,5343,2579
l4-021-fr-digital-platform,50,2,combined,3,ok,1,81881.71,2,21547,8921
l4-022-fr-automated-hiring,50,2,combined,3,ok,1,100909.805,3,22819,6973
l4-023-fr-online-sales,50,2,combined,3,ok,1,102916.731,5,19367,8204
l4-024-fr-fintech,50,2,combined,3,ok,1,54330.046,1,20890,7223
l4-027-uk-automated-hiring,50,2,combined,3,ok,1,97177.652,2,7727,4346
l4-029-uk-fintech,50,2,combined,3,ok,1,98752.354,3,6141,2202
l4-032-ca-automated-hiring,50,2,combined,3,ok,1,147113.787,5,15596,6459
l4-034-ca-fintech,50,2,combined,3,ok,1,80120.666,2,4179,1468
l4-036-au-digital-platform,50,2,combined,3,ok,1,134818.641,3,16796,5267
l4-038-au-online-sales,50,2,combined,3,ok,1,108191.346,1,9684,4649
l4-039-au-fintech,50,2,combined,3,ok,1,102727.699,3,15470,4977
l4-040-au-manufacturer,50,2,combined,3,ok,1,101194.564,4,8199,4113
l4-044-sg-fintech,50,2,combined,3,ok,1,107227.194,4,26457,9148
l4-045-sg-manufacturer,50,2,combined,3,ok,1,112861.962,3,2864,1827
l4-051-th-digital-platform,50,2,combined,3,ok,1,106100.091,1,11176,7301
l4-054-th-fintech,50,2,combined,3,ok,1,109936.797,3,,
l4-055-th-manufacturer,50,2,combined,3,ok,1,53159.819,3,2907,1436
l4-058-id-online-sales,50,2,combined,3,ok,1,96849.02,3,8321,4835
l4-059-id-fintech,50,2,combined,3,ok,1,90803.22,4,18233,7305
l4-063-my-online-sales,50,2,combined,3,ok,1,87573.826,3,5223,3468
l4-065-my-manufacturer,50,2,combined,3,ok,1,105132.541,2,4845,3022
l4-067-ph-automated-hiring,50,2,combined,3,ok,1,94125.861,3,5508,3273
l4-069-ph-fintech,50,2,combined,3,ok,1,103477.264,3,8262,4289
l4-070-ph-manufacturer,50,2,combined,3,ok,1,83682.982,8,8293,5373
l4-071-in-digital-platform,50,2,combined,3,ok,1,116192.534,2,22516,10524
l4-072-in-automated-hiring,50,2,combined,3,ok,1,98882.731,5,10554,3888
l4-075-in-manufacturer,50,2,combined,3,ok,1,83387.676,2,4666,2731
l4-080-br-manufacturer,50,2,combined,3,ok,1,92625.716,4,6429,4302
l4-081-es-digital-platform,50,2,combined,3,ok,1,110771.051,2,12843,6199
l4-082-es-automated-hiring,50,2,combined,3,ok,1,120247.703,1,16787,8585
l4-083-es-online-sales,50,2,combined,3,ok,1,98903.479,3,19148,9584
l4-088-it-online-sales,50,2,combined,3,ok,1,2264.037,0,,
l4-089-it-fintech,50,2,combined,3,ok,1,25519.87,0,,
l4-090-it-manufacturer,50,2,combined,3,ok,1,7724.275,0,,
l4-092-nl-automated-hiring,50,2,combined,3,ok,1,6898.267,0,,
l4-093-nl-online-sales,50,2,combined,3,ok,1,28698.467,0,,
l4-094-nl-fintech,50,2,combined,3,ok,1,5789.848,0,,
l4-095-nl-manufacturer,50,2,combined,3,ok,1,23503.708,0,,
l4-096-nz-digital-platform,50,2,combined,3,ok,1,99841.245,3,5786,3435
l4-097-nz-automated-hiring,50,2,combined,3,ok,1,101731.866,4,7518,4178
l4-099-nz-fintech,50,2,combined,3,ok,1,91271.009,2,18660,3462
l4-100-nz-manufacturer,50,2,combined,3,ok,1,98762.118,3,11538,7956
l1-001-jp,50,2,direct,1,ok,1,130298.066,5,7288,7288
l1-002-jp,50,2,direct,1,ok,1,132101.277,2,10180,10180
l1-003-jp,50,2,direct,1,ok,1,108747.81,1,9238,9238
l1-005-jp,50,2,direct,1,ok,1,152641.354,4,2426,2426
l1-010-us,50,2,direct,1,ok,1,101353.508,2,14100,14100
l1-012-cn,50,2,direct,1,ok,1,147212.516,2,6783,6783
l1-013-cn,50,2,direct,1,ok,1,146290.524,0,6991,6991
l1-018-de,50,2,direct,1,ok,1,151590.292,2,9933,9933
l1-019-de,50,2,direct,1,ok,1,112133.675,1,23400,23400
l1-023-fr,50,2,direct,1,ok,1,175707.124,1,26211,26211
l1-024-fr,50,2,direct,1,ok,1,185084.546,3,17877,17877
l1-025-fr,50,2,direct,1,ok,1,126685.834,4,13199,13199
l1-027-uk,50,2,direct,1,ok,1,155225.35,2,6148,6148
l1-031-ca,50,2,direct,1,ok,1,92910.089,4,9753,9753
l1-032-ca,50,2,direct,1,ok,1,117267.533,1,2328,2328
l1-033-ca,50,2,direct,1,ok,1,133349.902,3,7197,7197
l1-035-ca,50,2,direct,1,ok,1,151269.9,0,9148,9148
l1-036-au,50,2,direct,1,ok,1,140562.615,5,23747,23747
l1-037-au,50,2,direct,1,ok,1,114520.721,2,6135,6135
l1-038-au,50,2,direct,1,ok,1,165051.471,5,27052,27052
l1-039-au,50,2,direct,1,ok,1,93478.431,1,10110,10110
l1-040-au,50,2,direct,1,ok,1,183107.242,3,24374,24374
l1-041-sg,50,2,direct,1,ok,1,117911.226,1,22558,22558
l1-042-sg,50,2,direct,1,ok,1,184278.714,2,18165,18165
l1-044-sg,50,2,direct,1,ok,1,167350.031,3,10069,10069
l1-046-vn,50,2,direct,1,ok,1,112208.104,1,789,789
l1-049-vn,50,2,direct,1,ok,1,163173.361,2,19841,19841
l1-050-vn,50,2,direct,1,ok,1,131240.117,4,11069,11069
l1-051-th,50,2,direct,1,ok,1,203397.547,1,7247,7247
l1-052-th,50,2,direct,1,ok,1,120221.778,1,9447,9447
l1-053-th,50,2,direct,1,ok,1,148572.959,0,12821,12821
l1-054-th,50,2,direct,1,ok,1,149805.036,2,11230,11230
l1-055-th,50,2,direct,1,ok,1,124419.166,0,8940,8940
l1-059-id,50,2,direct,1,ok,1,134622.316,0,11312,11312
l1-060-id,50,2,direct,1,ok,1,114319.077,3,4549,4549
l1-062-my,50,2,direct,1,ok,1,155530.055,1,12785,12785
l1-065-my,50,2,direct,1,ok,1,150705.798,3,8238,8238
l1-068-ph,50,2,direct,1,ok,1,143258.869,1,17211,17211
l1-070-ph,50,2,direct,1,ok,1,117289.658,3,21636,21636
l1-075-in,50,2,direct,1,ok,1,118724.169,1,14522,14522
l1-078-br,50,2,direct,1,ok,1,123844.457,1,3690,3690
l1-081-es,50,2,direct,1,ok,1,124147.42,0,19919,19919
l1-082-es,50,2,direct,1,ok,1,172684.592,5,12552,12552
l1-085-es,50,2,direct,1,ok,1,140566.969,1,6458,6458
l1-091-nl,50,2,direct,1,ok,1,195290.281,0,,
l1-092-nl,50,2,direct,1,ok,1,105052.798,0,,
l1-094-nl,50,2,direct,1,ok,1,129385.899,0,,
l1-095-nl,50,2,direct,1,ok,1,100877.224,0,,
l1-097-nz,50,2,direct,1,ok,1,132668.671,3,11822,11822
l1-098-nz,50,2,direct,1,ok,1,167900.205,2,11401,11401
l2-001-jp-data-rights,50,2,direct,1,ok,1,41777.433,1,6424,6424
l2-002-jp-breach,50,2,direct,1,ok,1,160487.749,2,3885,3885
l2-003-jp-transfer,50,2,direct,1,ok,1,64556.242,2,13808,13808
l2-010-us-worker,50,2,direct,1,ok,1,54070.726,2,15612,15612
l2-013-cn-transfer,50,2,direct,1,ok,1,50343.121,1,12490,12490
l2-017-de-breach,50,2,direct,1,ok,1,178513.357,2,8722,8722
l2-022-fr-breach,50,2,direct,1,ok,1,75451.3,2,13589,13589
l2-024-fr-consumer,50,2,direct,1,ok,1,132246.507,3,18608,18608
l2-026-uk-data-rights,50,2,direct,1,ok,1,137199.031,3,3669,3669
l2-029-uk-consumer,50,2,direct,1,ok,1,83043.18,2,18523,18523
l2-034-ca-consumer,50,2,direct,1,ok,1,91124.96,1,4183,4183
l2-035-ca-worker,50,2,direct,1,ok,1,130702.388,2,12496,12496
l2-036-au-data-rights,50,2,direct,1,ok,1,161624.062,2,12681,12681
l2-038-au-transfer,50,2,direct,1,ok,1,153630.32,2,19625,19625
l2-039-au-consumer,50,2,direct,1,ok,1,119069.73,3,9500,9500
l2-040-au-worker,50,2,direct,1,ok,1,40366.009,2,4057,4057
l2-045-sg-worker,50,2,direct,1,ok,1,127059.834,1,11064,11064
l2-046-vn-data-rights,50,2,direct,1,ok,1,153233.382,2,11420,11420
l2-047-vn-breach,50,2,direct,1,ok,1,142477.059,5,11519,11519
l2-051-th-data-rights,50,2,direct,1,ok,1,157376.505,1,8705,8705
l2-052-th-breach,50,2,direct,1,ok,1,77417.774,2,7595,7595
l2-053-th-transfer,50,2,direct,1,ok,1,55618.81,1,10563,10563
l2-054-th-consumer,50,2,direct,1,ok,1,125948.135,2,5633,5633
l2-055-th-worker,50,2,direct,1,ok,1,146321.186,4,9356,9356
l2-056-id-data-rights,50,2,direct,1,ok,1,111037.414,1,7751,7751
l2-057-id-breach,50,2,direct,1,ok,1,40465.464,2,6847,6847
l2-060-id-worker,50,2,direct,1,ok,1,143173.519,1,11993,11993
l2-061-my-data-rights,50,2,direct,1,ok,1,162575.05,1,12630,12630
l2-064-my-consumer,50,2,direct,1,ok,1,103709.55,4,5533,5533
l2-066-ph-data-rights,50,2,direct,1,ok,1,133121.022,1,8395,8395
l2-067-ph-breach,50,2,direct,1,ok,1,134046.456,2,22463,22463
l2-068-ph-transfer,50,2,direct,1,ok,1,115413.572,1,17208,17208
l2-070-ph-worker,50,2,direct,1,ok,1,129758.717,1,15929,15929
l2-071-in-data-rights,50,2,direct,1,ok,1,117547.217,1,18462,18462
l2-072-in-breach,50,2,direct,1,ok,1,79277.452,2,14522,14522
l2-073-in-transfer,50,2,direct,1,ok,1,94066.543,2,13023,13023
l2-081-es-data-rights,50,2,direct,1,ok,1,88103.395,2,12888,12888
l2-082-es-breach,50,2,direct,1,ok,1,69229.106,3,13299,13299
l2-083-es-transfer,50,2,direct,1,ok,1,165120.907,2,23525,23525
l2-084-es-consumer,50,2,direct,1,ok,1,123387.677,4,19285,19285
l2-085-es-worker,50,2,direct,1,ok,1,74713.734,2,15956,15956
l2-086-it-data-rights,50,2,direct,1,ok,1,13931.208,0,,
l2-087-it-breach,50,2,direct,1,ok,1,18810.961,0,,
l2-088-it-transfer,50,2,direct,1,ok,1,49758.004,0,,
l2-089-it-consumer,50,2,direct,1,ok,1,97248.992,0,,
l2-090-it-worker,50,2,direct,1,ok,1,74260.051,0,,
l2-091-nl-data-rights,50,2,direct,1,ok,1,9190.713,0,,
l2-092-nl-breach,50,2,direct,1,ok,1,5304.264,0,,
l2-096-nz-data-rights,50,2,direct,1,ok,1,79314.554,3,10443,10443
l2-100-nz-worker,50,2,direct,1,ok,1,48156.062,3,7221,7221
l3-001-jp-transfer,50,2,direct,1,ok,1,187632.199,2,7997,7997
l3-002-jp-breach,50,2,direct,1,ok,1,82235.466,3,12712,12712
l3-005-jp-worker-ai,50,2,direct,1,ok,1,148342.299,4,4392,4392
l3-007-us-breach,50,2,direct,1,ok,1,141398.343,3,11809,11809
l3-008-us-consumer,50,2,direct,1,ok,1,135758.576,3,9845,9845
l3-010-us-worker-ai,50,2,direct,1,ok,1,129957.909,2,7175,7175
l3-011-cn-transfer,50,2,direct,1,ok,1,259707.559,1,13800,13800
l3-013-cn-consumer,50,2,direct,1,ok,1,134221.644,2,16079,16079
l3-014-cn-platform,50,2,direct,1,ok,1,162409.781,2,12239,12239
l3-015-cn-worker-ai,50,2,direct,1,ok,1,131507.86,2,8476,8476
l3-016-de-transfer,50,2,direct,1,ok,1,125421.745,0,13800,13800
l3-018-de-consumer,50,2,direct,1,ok,1,140660.207,6,10007,10007
l3-019-de-platform,50,2,direct,1,ok,1,106582.156,7,12624,12624
l3-020-de-worker-ai,50,2,direct,1,ok,1,123470.884,2,8368,8368
l3-023-fr-consumer,50,2,direct,1,ok,1,174568.015,3,6451,6451
l3-025-fr-worker-ai,50,2,direct,1,ok,1,193918.936,3,14343,14343
